x,y,z,visible_cameras,nx,ny,nz
77.5193,-22.4187,19.7675,6.0000,-0.9780,0.0004,-0.2088
-78.9138,24.3488,-13.1382,6.0000,0.9834,-0.0009,0.1814
40.5227,-27.7737,68.9776,7.0000,-0.5047,-0.0001,-0.8633
-76.2183,39.5730,24.3058,6.0000,0.9518,-0.0002,-0.3066
-78.6734,-5.1712,14.5085,6.0000,0.9780,-0.0015,-0.2085
16.8925,0.3938,78.1962,6.0000,-0.2091,-0.0005,-0.9779
-64.2707,23.3222,47.6370,7.0000,0.7988,-0.0006,-0.6016
74.8684,-25.9736,-28.1908,7.0000,-0.9263,-0.0004,0.3767
-45.8531,-50.9213,65.5553,7.0000,0.5740,0.0003,-0.8188
72.0676,-30.5088,-34.7314,7.0000,-0.8788,0.0008,0.4772
-29.5907,34.5233,-74.3262,7.0000,0.3772,-0.0008,0.9261
19.1991,27.1814,77.6621,6.0000,-0.2085,0.0004,-0.9780
-55.9299,25.0762,-57.2000,6.0000,0.6622,0.0007,0.7494
-25.4203,8.0461,-75.8539,6.0000,0.2785,-0.0008,0.9604
70.6739,-35.1890,-37.4859,7.0000,-0.8788,0.0008,0.4772
68.6900,-53.9909,41.0084,7.0000,-0.8633,-0.0051,-0.5046
-46.7372,8.1558,64.9279,7.0000,0.5730,-0.0024,-0.8196
10.7985,-24.8863,-79.2679,7.0000,-0.1106,0.0019,0.9939
67.8652,53.9716,42.3593,7.0000,-0.8644,-0.0009,-0.5028
48.3055,5.4770,63.7697,7.0000,-0.6016,0.0003,-0.7988
39.6636,-49.5934,-69.4752,7.0000,-0.5042,0.0008,0.8636
-76.6249,23.2151,22.9917,6.0000,0.9517,-0.0017,-0.3069
-66.2581,40.5545,44.8314,7.0000,0.8121,0.0014,-0.5836
-62.1045,-51.9707,50.4285,7.0000,0.7981,-0.0010,-0.6026
-79.9629,50.3896,2.4371,7.0000,0.9999,-0.0005,-0.0153
17.2410,2.4448,-78.1201,6.0000,-0.2083,-0.0005,0.9781
46.3093,45.0976,-65.2338,7.0000,-0.5837,0.0007,0.8120
9.2421,5.6981,79.4644,7.0000,-0.1122,-0.0005,-0.9937
21.2659,-59.8404,77.1217,6.0000,-0.3068,-0.0026,-0.9518
75.1754,26.3610,27.3618,6.0000,-0.9524,0.0006,-0.3050
70.4462,40.5266,37.9123,7.0000,-0.8648,0.0013,-0.5021
0.4067,-6.2989,79.9990,7.0000,-0.0149,-0.0014,-0.9999
78.3358,23.6453,-16.2328,6.0000,-0.9831,-0.0013,0.1828
49.1057,29.1925,63.1556,7.0000,-0.6029,0.0008,-0.7978
68.6834,13.3388,-41.0193,7.0000,-0.8804,0.0007,0.4741
70.8181,-16.9870,-37.2129,7.0000,-0.8789,0.0001,0.4771
-34.1793,1.4108,-72.3310,7.0000,0.4626,-0.0001,0.8866
-68.4276,59.8740,-41.4446,7.0000,0.8198,0.0051,0.5727
52.4864,-0.7834,60.3753,6.0000,-0.6633,0.0003,-0.7483
-69.1878,-8.9598,40.1627,7.0000,0.8636,0.0014,-0.5042
-79.0720,-1.1362,-12.1498,6.0000,0.9835,-0.0006,0.1811
-61.5337,-17.5152,51.1235,7.0000,0.7980,-0.0013,-0.6026
54.7850,-55.0734,-58.2975,6.0000,-0.6767,-0.0017,0.7362
-46.1933,24.3612,65.3160,7.0000,0.5741,0.0027,-0.8188
76.6863,54.3565,22.7862,6.0000,-0.9518,0.0006,-0.3067
25.3675,-42.5943,75.8716,6.0000,-0.3068,0.0003,-0.9518
79.2198,14.2922,11.1455,7.0000,-0.9937,-0.0010,-0.1124
-34.3499,25.9363,72.2502,7.0000,0.4759,-0.0008,-0.8795
77.5875,31.9358,19.4982,6.0000,-0.9779,0.0018,-0.2090
38.4786,-28.3871,70.1384,7.0000,-0.5047,-0.0001,-0.8633
-79.2503,2.2599,-10.9268,6.0000,0.9834,0.0002,0.1814
-16.7080,39.6761,78.2358,6.0000,0.1823,-0.0009,-0.9832
68.2207,4.9934,41.7844,7.0000,-0.8641,-0.0009,-0.5033
-18.4826,34.6556,77.8357,6.0000,0.2789,0.0003,-0.9603
19.4038,-39.4708,-77.6112,6.0000,-0.2077,0.0015,0.9782
-78.7431,-35.1251,-14.1251,6.0000,0.9834,-0.0007,0.1815
-6.8928,-45.8626,79.7025,7.0000,0.0859,0.0029,-0.9963
-23.5282,-3.3501,-76.4619,6.0000,0.2778,0.0009,0.9606
69.5915,-35.3633,39.4592,7.0000,-0.8639,-0.0009,-0.5036
-66.5664,23.9949,-44.3724,7.0000,0.8203,0.0005,0.5719
-37.9034,-7.8784,70.4509,7.0000,0.4763,0.0003,-0.8793
-70.1964,-43.4440,-38.3726,7.0000,0.8803,-0.0010,0.4743
-79.9037,-25.4149,3.9240,7.0000,0.9999,-0.0023,-0.0126
74.7457,30.3851,28.5145,7.0000,-0.9146,-0.0001,-0.4043
76.1035,37.6606,-24.6628,6.0000,-0.9601,-0.0004,0.2796
16.8875,4.1786,-78.1973,6.0000,-0.2083,-0.0005,0.9781
-74.2456,52.2714,29.7924,7.0000,0.9145,-0.0003,-0.4047
49.8795,31.8748,-62.5463,7.0000,-0.6024,0.0012,0.7982
60.4383,31.5212,52.4138,6.0000,-0.7492,-0.0004,-0.6624
70.1178,-14.3570,-38.5162,7.0000,-0.8789,0.0001,0.4771
53.9601,1.8379,-59.0619,6.0000,-0.6774,-0.0002,0.7356
-31.6141,5.7447,-73.4884,7.0000,0.3767,-0.0008,0.9263
-45.5829,-46.4246,65.7435,7.0000,0.5740,0.0003,-0.8188
72.6807,-13.0781,33.4293,7.0000,-0.9142,0.0011,-0.4052
72.0504,-15.5663,-34.7669,7.0000,-0.8789,0.0001,0.4771
50.6646,51.2932,-61.9120,7.0000,-0.6014,-0.0017,0.7989
36.0704,-47.8427,71.4068,7.0000,-0.5024,-0.0003,-0.8646
-79.9952,32.0663,0.8776,7.0000,0.9999,0.0006,-0.0114
-30.5475,30.2739,73.9381,7.0000,0.3763,-0.0010,-0.9265
-54.9080,45.1576,58.1817,6.0000,0.6894,0.0011,-0.7243
73.6038,-56.8100,-31.3445,7.0000,-0.9271,0.0013,0.3749
-70.2330,-52.0389,38.3057,7.0000,0.8644,0.0003,-0.5028
-74.3690,7.3076,29.4830,7.0000,0.9135,0.0018,-0.4069
65.5492,22.3910,45.8617,7.0000,-0.7983,-0.0004,-0.6023
-74.1628,-28.2005,29.9980,7.0000,0.9144,0.0005,-0.4048
-31.3734,-8.9677,73.5915,7.0000,0.3782,0.0012,-0.9257
59.7018,-58.5331,53.2513,6.0000,-0.7483,0.0015,-0.6633
13.6424,-26.9132,78.8282,6.0000,-0.2097,-0.0009,-0.9778
60.7628,-51.7696,52.0373,6.0000,-0.7485,0.0009,-0.6632
-64.5380,-27.7301,47.2741,7.0000,0.7981,0.0013,-0.6025
-79.4528,10.4641,-9.3411,7.0000,0.9965,0.0009,0.0835
25.1916,-16.6704,-75.9301,6.0000,-0.3070,-0.0021,0.9517
-38.3450,3.9782,-70.2115,7.0000,0.4752,0.0013,0.8799
-72.3267,6.3858,-34.1884,7.0000,0.8861,-0.0005,0.4634
-57.6341,-6.6868,55.4825,6.0000,0.7364,-0.0006,-0.6765
31.0256,26.6213,-73.7388,7.0000,-0.4047,-0.0017,0.9145
18.2526,41.7067,-77.8899,6.0000,-0.2094,-0.0006,0.9778
-31.1788,25.4267,-73.6741,7.0000,0.3765,0.0006,0.9264
26.3457,-36.7925,75.5374,6.0000,-0.3060,0.0020,-0.9520
70.8681,26.9811,-37.1175,7.0000,-0.8801,-0.0016,0.4748
-68.3172,-49.3825,41.6264,7.0000,0.8644,0.0003,-0.5028
34.9065,52.0170,71.9829,7.0000,-0.4032,-0.0020,-0.9151
-68.7987,-3.0697,-40.8257,7.0000,0.8801,-0.0015,0.4749
-79.9713,-58.4330,2.1438,7.0000,0.9999,0.0012,-0.0149
-13.1058,35.5610,-78.9192,6.0000,0.1804,-0.0003,0.9836
72.9053,-30.4754,-32.9365,7.0000,-0.9264,-0.0010,0.3767
30.4601,-16.8375,-73.9742,7.0000,-0.4065,0.0011,0.9136
7.5878,48.9605,-79.6393,7.0000,-0.1110,-0.0002,0.9938
-43.0208,-31.2198,-67.4479,7.0000,0.5720,-0.0021,0.8203
19.6957,22.4502,77.5376,6.0000,-0.2090,0.0008,-0.9779
-31.9424,36.6845,-73.3463,7.0000,0.3772,-0.0008,0.9261
-58.5694,-12.7698,54.4943,6.0000,0.7364,-0.0006,-0.6765
78.1181,25.9782,-17.2500,6.0000,-0.9831,0.0013,0.1829
-43.1525,-44.6833,-67.3636,7.0000,0.5723,0.0018,0.8201
58.5685,-46.9418,54.4953,6.0000,-0.7073,0.0033,-0.7069
59.6536,-6.3026,-53.3052,6.0000,-0.7585,0.0003,0.6516
-52.2555,-11.8986,60.5752,6.0000,0.6504,-0.0010,-0.7596
-18.9198,28.8228,77.7306,6.0000,0.2775,0.0010,-0.9607
23.4761,44.9367,76.4779,6.0000,-0.3062,0.0016,-0.9520
-37.5217,3.8873,-70.6549,7.0000,0.4752,0.0013,0.8799
-48.5680,9.0744,63.5700,7.0000,0.5730,-0.0024,-0.8196
-41.9864,39.1289,-68.0966,7.0000,0.5721,-0.0008,0.8202
-67.7436,-12.4209,-42.5536,7.0000,0.8219,-0.0013,0.5696
32.1550,11.5863,-73.2534,7.0000,-0.4059,0.0014,0.9139
31.2706,-20.2397,73.6352,7.0000,-0.4051,-0.0004,-0.9143
15.9839,-44.9114,78.3870,6.0000,-0.2102,-0.0002,-0.9777
-13.6854,45.0762,78.8207,6.0000,0.1808,-0.0003,-0.9835
-12.5008,-22.7051,-79.0173,6.0000,0.1802,0.0003,0.9836
-63.1308,12.9076,49.1376,7.0000,0.7988,-0.0010,-0.6015
-32.3119,-19.2642,-73.1843,7.0000,0.3761,0.0012,0.9266
-9.2763,-7.5657,-79.4604,7.0000,0.0837,-0.0009,0.9965
-75.7671,-57.7207,25.6778,6.0000,0.9521,0.0006,-0.3056
16.7486,40.8493,-78.2271,6.0000,-0.2094,-0.0006,0.9778
-43.3241,46.8427,67.2534,7.0000,0.5540,0.0006,-0.8325
59.6185,-42.4844,53.3445,6.0000,-0.7476,0.0010,-0.6642
-75.3598,40.2646,26.8496,6.0000,0.9518,-0.0002,-0.3066
32.2354,-33.5896,-73.2180,7.0000,-0.4037,-0.0008,0.9149
-76.0962,-51.1663,24.6855,6.0000,0.9524,-0.0001,-0.3048
37.8911,-9.3658,70.4575,7.0000,-0.5038,-0.0001,-0.8638
79.8141,-30.6753,-5.4504,7.0000,-0.9964,-0.0018,0.0843
68.6902,-27.3457,-41.0080,7.0000,-0.8782,0.0008,0.4782
79.9360,28.9077,3.1992,7.0000,-0.9999,-0.0010,-0.0143
-69.0074,40.9317,40.4720,7.0000,0.8633,0.0013,-0.5046
-75.7392,16.8466,-25.7600,6.0000,0.9610,-0.0002,0.2765
51.5375,31.7541,-61.1873,6.0000,-0.6759,-0.0008,0.7370
49.8904,14.6325,62.5376,7.0000,-0.6029,-0.0012,-0.7978
79.9863,5.9788,-1.4822,7.0000,-0.9999,-0.0003,-0.0144
-28.2201,-32.4842,-74.8574,7.0000,0.3760,-0.0005,0.9266
38.2301,-53.7993,70.2742,7.0000,-0.5032,-0.0010,-0.8642
36.6310,29.3640,71.1208,7.0000,-0.5029,-0.0009,-0.8644
-23.7105,40.7102,-76.4056,6.0000,0.2801,0.0018,0.9600
-56.0112,-47.5593,-57.1205,6.0000,0.6643,-0.0010,0.7475
68.5310,54.5758,-41.2735,7.0000,-0.8801,-0.0025,0.4749
-4.4884,31.1659,-79.8740,7.0000,0.0849,-0.0005,0.9964
-44.9695,22.8269,66.1645,7.0000,0.5741,0.0027,-0.8188
79.9899,-24.3052,1.2691,7.0000,-0.9999,0.0002,-0.0154
-11.2039,23.8603,79.2116,6.0000,0.1815,0.0001,-0.9834
25.7144,53.4973,75.7547,6.0000,-0.3054,0.0012,-0.9522
-79.3538,14.9138,-10.1476,7.0000,0.9965,0.0009,0.0835
-14.8919,32.8716,-78.6017,6.0000,0.1804,-0.0003,0.9836
59.6956,-14.0643,-53.2582,6.0000,-0.7590,-0.0011,0.6511
-65.8872,31.3217,-45.3748,7.0000,0.8211,0.0000,0.5708
-29.2873,-22.7343,74.4463,7.0000,0.3779,-0.0004,-0.9258
-45.0595,18.5507,66.1032,7.0000,0.5741,0.0027,-0.8188
-79.9993,12.8431,0.3412,7.0000,0.9999,-0.0005,-0.0113
45.6838,-11.9092,65.6733,7.0000,-0.6017,-0.0000,-0.7987
47.3140,59.5236,-64.5088,7.0000,-0.6003,0.0012,0.7998
47.8424,0.1132,64.1179,7.0000,-0.6019,0.0016,-0.7986
76.8962,-15.7475,-22.0675,6.0000,-0.9605,0.0001,0.2781
7.4534,50.4766,79.6520,7.0000,-0.1115,0.0003,-0.9938
-72.7293,-17.9068,33.3235,7.0000,0.9141,0.0001,-0.4055
-55.0393,57.6375,58.0575,6.0000,0.6881,0.0002,-0.7257
79.3388,-27.1982,-10.2645,7.0000,-0.9965,-0.0006,0.0837
-72.4128,-35.1877,34.0057,7.0000,0.9140,0.0008,-0.4056
42.3288,52.2517,67.8842,7.0000,-0.5023,0.0006,-0.8647
74.0153,27.0488,-30.3600,7.0000,-0.9259,0.0011,0.3777
-16.5178,11.9819,78.2762,6.0000,0.1800,-0.0002,-0.9837
38.5153,-47.4041,-70.1183,7.0000,-0.5042,0.0008,0.8636
-0.7851,-4.4292,-79.9961,7.0000,-0.0136,-0.0001,0.9999
-4.5857,55.5719,79.8685,7.0000,0.0833,0.0013,-0.9965
0.5151,-14.5693,79.9983,7.0000,-0.0141,-0.0005,-0.9999
53.4106,51.4344,59.5593,6.0000,-0.6620,-0.0008,-0.7495
-52.8301,43.2483,-60.0748,6.0000,0.6634,-0.0008,0.7483
-11.8951,-27.0287,-79.1107,6.0000,0.1802,0.0003,0.9836
-75.3183,52.6071,-26.9659,7.0000,0.9262,0.0023,0.3771
-78.0114,-38.4180,17.7262,6.0000,0.9779,0.0003,-0.2091
-16.8826,-34.3192,-78.1983,6.0000,0.1803,-0.0008,0.9836
61.1023,-23.2925,51.6382,6.0000,-0.7482,0.0002,-0.6635
58.0562,-56.2551,-55.0407,6.0000,-0.7233,0.0001,0.6905
40.9589,33.2194,68.7195,7.0000,-0.5021,-0.0008,-0.8648
-31.1408,-29.3972,73.6902,7.0000,0.3773,0.0003,-0.9261
-77.8807,31.9818,-18.2920,6.0000,0.9607,0.0005,0.2776
-73.8209,-4.8383,30.8297,7.0000,0.9144,0.0007,-0.4049
-60.4240,30.0939,-52.4303,6.0000,0.7472,-0.0004,0.6646
72.7728,33.9962,33.2282,7.0000,-0.9141,0.0021,-0.4056
-70.9592,9.7590,36.9430,7.0000,0.8641,0.0002,-0.5034
64.7567,33.9572,-46.9741,7.0000,-0.8183,-0.0017,0.5747
71.9639,55.8744,34.9456,7.0000,-0.9145,0.0017,-0.4045
-56.5946,-17.7164,56.5425,6.0000,0.6896,0.0017,-0.7242
23.8210,-0.2210,-76.3712,6.0000,-0.3087,0.0020,0.9512
62.1564,53.6337,-50.3645,6.0000,-0.7580,-0.0002,0.6523
76.4660,-13.5393,23.5151,6.0000,-0.9517,-0.0003,-0.3069
62.3578,47.9524,-50.1149,6.0000,-0.7588,0.0004,0.6513
-74.0287,24.1827,-30.3274,7.0000,0.9258,-0.0001,0.3779
76.6149,-58.0125,23.0252,6.0000,-0.9512,-0.0031,-0.3087
27.1073,9.1790,-75.2675,6.0000,-0.3086,0.0009,0.9512
75.7945,-32.1041,25.5968,6.0000,-0.9518,0.0000,-0.3066
-71.9213,49.8671,-35.0333,7.0000,0.8797,-0.0017,0.4755
78.3672,45.1713,-16.0805,6.0000,-0.9834,-0.0001,0.1814
-79.9996,-54.0775,-0.2421,7.0000,0.9999,0.0012,-0.0149
-27.1291,20.3894,-75.2596,7.0000,0.3771,0.0002,0.9262
58.9390,-8.4047,-54.0943,6.0000,-0.7243,-0.0004,0.6895
-74.1062,-58.4599,-30.1374,7.0000,0.9266,0.0009,0.3759
-62.2063,-35.3159,50.3029,7.0000,0.7983,0.0007,-0.6022
-16.7063,-6.0917,-78.2362,6.0000,0.1828,0.0001,0.9832
79.9649,-54.4440,-2.3698,7.0000,-0.9999,0.0011,-0.0137
-42.6807,26.2802,-67.6636,7.0000,0.5705,-0.0005,0.8213
30.8507,28.4958,-73.8122,7.0000,-0.4047,-0.0017,0.9145
66.7003,-3.7412,-44.1709,7.0000,-0.8197,-0.0003,0.5728
-26.4712,24.7850,75.4935,7.0000,0.3775,-0.0011,-0.9260
79.8113,46.8463,5.4914,7.0000,-0.9937,-0.0009,-0.1122
78.2774,-46.9759,-16.5123,6.0000,-0.9833,-0.0003,0.1821
-77.5795,9.6149,-19.5301,6.0000,0.9610,-0.0002,0.2765
57.0191,37.9352,-56.1143,6.0000,-0.7234,0.0001,0.6904
33.7689,-27.5672,72.5235,7.0000,-0.4053,-0.0003,-0.9142
79.4496,-47.2308,-9.3678,7.0000,-0.9963,-0.0001,0.0854
62.1791,21.4095,50.3365,7.0000,-0.7983,-0.0004,-0.6023
-3.8277,50.1607,79.9084,7.0000,0.0833,0.0013,-0.9965
18.8540,28.9605,77.7466,6.0000,-0.2085,0.0004,-0.9780
-39.3707,-34.7904,69.6416,7.0000,0.4762,-0.0009,-0.8793
-79.6074,-26.9518,7.9161,7.0000,0.9936,-0.0008,-0.1129
4.2157,-28.6038,-79.8888,7.0000,-0.0135,-0.0003,0.9999
31.0742,-28.6812,73.7184,7.0000,-0.4053,-0.0003,-0.9142
-66.1859,-41.4709,-44.9381,7.0000,0.8210,0.0012,0.5710
-79.9935,-59.0198,1.0225,7.0000,0.9999,0.0012,-0.0149
-66.6344,54.3544,-44.2703,7.0000,0.8199,0.0008,0.5726
-21.8121,-10.1162,-76.9690,6.0000,0.2787,0.0020,0.9604
-14.9235,-47.9228,78.5957,6.0000,0.1828,-0.0006,-0.9832
78.5040,44.1069,-15.3988,6.0000,-0.9834,-0.0001,0.1814
-11.1304,-29.7219,-79.2219,6.0000,0.1803,-0.0008,0.9836
-77.2322,-30.5852,-20.8610,6.0000,0.9606,0.0012,0.2779
-64.5479,5.2892,47.2606,7.0000,0.7992,0.0010,-0.6011
79.6490,-45.0731,7.4855,7.0000,-0.9936,-0.0001,-0.1126
22.5336,-14.0554,-76.7609,6.0000,-0.3070,-0.0021,0.9517
-70.5200,32.4649,37.7747,7.0000,0.8628,-0.0011,-0.5056
64.3374,1.5029,-47.5468,7.0000,-0.8197,-0.0003,0.5728
71.4063,-32.2953,-36.0713,7.0000,-0.8788,0.0008,0.4772
79.8737,43.2554,-4.4930,7.0000,-0.9966,0.0003,0.0819
-67.5911,11.9485,-42.7953,7.0000,0.8203,0.0003,0.5719
76.8576,59.4141,-22.2015,6.0000,-0.9600,-0.0009,0.2798
-74.8187,-34.1365,-28.3223,7.0000,0.9255,0.0003,0.3787
-56.5936,12.5859,-56.5435,6.0000,0.7057,0.0011,0.7085
2.3433,-4.2440,79.9657,7.0000,-0.0132,0.0016,-0.9999
-53.6895,-49.7300,-59.3080,6.0000,0.6643,-0.0010,0.7475
78.3864,0.1199,15.9868,6.0000,-0.9777,0.0005,-0.2098
-59.5183,-4.1327,-53.4563,6.0000,0.7460,0.0014,0.6659
-26.5990,16.7245,75.4486,7.0000,0.3754,-0.0001,-0.9269
63.9264,-23.2757,48.0980,7.0000,-0.7972,-0.0002,-0.6037
-62.8915,39.5315,49.4434,7.0000,0.7970,-0.0004,-0.6040
76.1990,24.2329,24.3663,6.0000,-0.9522,0.0005,-0.3056
79.9424,-51.7773,3.0352,7.0000,-0.9999,0.0004,-0.0142
-26.8976,35.6794,-75.3427,7.0000,0.3772,-0.0008,0.9261
35.9451,0.9492,71.4699,7.0000,-0.5037,-0.0015,-0.8639
74.9119,10.7273,-28.0749,7.0000,-0.9270,0.0014,0.3750
-65.8751,4.9446,45.3924,7.0000,0.8128,0.0016,-0.5825
66.6592,-4.2489,-44.2329,7.0000,-0.8197,-0.0003,0.5728
-47.9466,2.0826,-64.0400,7.0000,0.5766,-0.0031,0.8170
-53.5257,30.1100,59.4558,6.0000,0.6505,0.0020,-0.7595
76.5046,-36.0180,-23.3889,6.0000,-0.9603,0.0005,0.2791
-20.9133,3.8922,77.2181,6.0000,0.2791,0.0008,-0.9603
-60.5223,-1.1612,52.3168,6.0000,0.7357,-0.0019,-0.6773
72.4449,28.6557,-33.9372,7.0000,-0.8801,-0.0016,0.4748
-68.2228,-26.9185,41.7810,7.0000,0.8628,-0.0025,-0.5055
26.7983,11.4203,75.3781,6.0000,-0.3061,-0.0003,-0.9520
-18.8737,13.9907,-77.7418,6.0000,0.2788,-0.0010,0.9604
79.6962,24.8265,-6.9648,7.0000,-0.9967,0.0004,0.0815
-49.0769,-51.4266,-63.1780,7.0000,0.5794,0.0015,0.8150
8.5390,1.7849,79.5430,7.0000,-0.1128,-0.0010,-0.9936
-67.8491,-42.3404,-42.3851,7.0000,0.8210,0.0012,0.5710
-79.6272,-58.7937,-7.7146,7.0000,0.9968,-0.0024,0.0801
2.8273,57.2645,-79.9500,7.0000,-0.0118,0.0040,0.9999
-9.0528,4.5892,79.4861,7.0000,0.0833,-0.0004,-0.9965
-12.5022,47.7095,79.0171,6.0000,0.1808,-0.0003,-0.9835
67.1694,-0.6173,43.4542,7.0000,-0.8637,-0.0013,-0.5040
67.8759,15.9504,-42.3422,7.0000,-0.8329,-0.0004,0.5534
-75.9522,22.5174,-25.1250,6.0000,0.9609,-0.0003,0.2768
-25.4505,16.2767,75.8438,6.0000,0.2781,-0.0004,-0.9605
2.6975,-44.4696,-79.9545,7.0000,-0.0130,-0.0006,0.9999
-79.3460,39.5271,10.2082,7.0000,0.9938,0.0009,-0.1112
79.9041,-35.4100,-3.9150,7.0000,-0.9964,-0.0018,0.0843
69.9321,-7.6298,38.8524,7.0000,-0.8634,0.0022,-0.5045
-63.0844,4.4279,-49.1971,6.0000,0.7472,-0.0001,0.6646
-49.0973,36.9454,-63.1621,7.0000,0.5788,-0.0008,0.8155
-62.2903,-12.2319,-50.1988,6.0000,0.7460,0.0005,0.6659
-66.5656,45.7671,44.3736,7.0000,0.8121,0.0014,-0.5836
-2.3344,53.8311,-79.9659,7.0000,-0.0130,0.0017,0.9999
69.5492,21.2351,-39.5336,7.0000,-0.8802,-0.0015,0.4745
47.2145,-0.0380,-64.5816,7.0000,-0.5834,0.0008,0.8122
-32.8016,-32.2387,72.9661,7.0000,0.3773,0.0003,-0.9261
70.9596,54.3284,36.9423,7.0000,-0.8644,-0.0009,-0.5028
78.3845,52.5530,15.9961,6.0000,-0.9780,0.0008,-0.2087
47.3699,49.7706,-64.4678,7.0000,-0.6014,-0.0017,0.7989
-78.9365,28.9049,-13.0011,6.0000,0.9835,-0.0016,0.1811
37.9511,-1.7281,-70.4252,7.0000,-0.5044,-0.0014,0.8635
-36.6238,52.5714,71.1245,7.0000,0.4764,-0.0003,-0.8792
-69.5626,18.7871,39.5101,7.0000,0.8632,-0.0002,-0.5049
79.9715,-2.9397,2.1360,7.0000,-0.9999,-0.0015,-0.0143
65.5433,-48.3490,45.8702,7.0000,-0.7979,-0.0020,-0.6028
-67.7667,-54.9158,-42.5168,7.0000,0.8198,0.0003,0.5726
79.8406,19.1547,5.0484,7.0000,-0.9938,0.0006,-0.1113
-72.9756,18.9052,32.7806,7.0000,0.9137,-0.0004,-0.4063
-66.2110,47.3364,-44.9010,7.0000,0.8204,-0.0001,0.5718
-42.6990,6.0426,67.6520,7.0000,0.5533,-0.0021,-0.8330
45.3187,-36.7822,65.9258,7.0000,-0.6033,0.0003,-0.7975
49.8320,15.9558,-62.5841,7.0000,-0.6040,-0.0019,0.7969
-9.0041,-12.5481,79.4917,7.0000,0.0851,-0.0007,-0.9964
21.0710,1.0163,77.1752,6.0000,-0.3061,0.0005,-0.9520
-34.7236,-24.4690,-72.0713,7.0000,0.4750,-0.0011,0.8800
79.9090,8.3381,3.8155,7.0000,-0.9999,-0.0003,-0.0144
-76.5512,-26.5230,-23.2360,6.0000,0.9602,0.0002,0.2794
-72.9211,54.5011,32.9015,7.0000,0.9145,-0.0003,-0.4047
-52.5817,44.4668,60.2923,6.0000,0.6497,-0.0000,-0.7602
2.4927,-0.1636,79.9612,7.0000,-0.0132,0.0016,-0.9999
3.4008,44.9976,-79.9277,7.0000,-0.0142,-0.0007,0.9999
78.5329,27.0618,-15.2505,6.0000,-0.9831,0.0013,0.1829
-54.5121,4.6177,58.5528,6.0000,0.6893,0.0006,-0.7245
78.8589,-23.2728,-13.4640,6.0000,-0.9837,0.0001,0.1798
-43.4207,27.4215,-67.1911,7.0000,0.5705,-0.0005,0.8213
17.1268,-52.6704,78.1452,6.0000,-0.2091,0.0020,-0.9779
-80.0000,13.7912,0.0377,7.0000,0.9999,-0.0005,-0.0113
42.7362,16.1062,-67.6285,7.0000,-0.5042,0.0000,0.8636
-79.9976,19.9628,0.6131,7.0000,0.9999,-0.0012,-0.0117
-51.4324,-28.3559,61.2757,6.0000,0.6510,-0.0007,-0.7591
42.1135,30.6938,-68.0180,7.0000,-0.5060,0.0006,0.8625
-8.2698,-14.4295,-79.5714,7.0000,0.0816,-0.0019,0.9967
-71.4141,-4.6493,-36.0559,7.0000,0.8801,-0.0015,0.4749
-61.6621,22.9468,-50.9685,6.0000,0.7473,-0.0008,0.6645
-31.1488,-29.2879,73.6869,7.0000,0.3773,0.0003,-0.9261
-9.5793,-33.4862,79.4244,7.0000,0.0833,-0.0016,-0.9965
-79.6829,-26.7392,-7.1156,7.0000,0.9965,0.0014,0.0834
33.1197,-4.6027,-72.8223,7.0000,-0.4055,-0.0001,0.9141
-33.6484,53.8531,-72.5795,7.0000,0.3786,-0.0002,0.9256
78.4059,49.3860,-15.8909,6.0000,-0.9836,0.0011,0.1806
-45.1648,-17.5272,-66.0313,7.0000,0.5695,0.0009,0.8220
-74.0426,57.8937,-30.2934,7.0000,0.9260,0.0017,0.3775
-75.3908,-25.2801,-26.7625,7.0000,0.9257,-0.0004,0.3783
-22.4065,-3.1701,76.7981,6.0000,0.2791,-0.0005,-0.9603
-70.0800,-54.0165,38.5848,7.0000,0.8641,0.0017,-0.5034
-51.2248,33.8191,61.4493,6.0000,0.6498,-0.0015,-0.7601
-61.0126,1.9625,-51.7443,6.0000,0.7472,-0.0001,0.6646
-67.9415,43.0493,-42.2369,7.0000,0.8204,-0.0001,0.5718
-76.4556,-56.4702,23.5488,6.0000,0.9521,0.0006,-0.3056
60.1118,-14.4862,-52.7879,6.0000,-0.7590,-0.0011,0.6511
2.8780,-0.2188,-79.9482,7.0000,-0.0136,-0.0001,0.9999
15.4423,29.8384,-78.4954,6.0000,-0.2093,0.0002,0.9779
76.3051,-30.1691,-24.0320,6.0000,-0.9603,0.0005,0.2791
16.2547,-39.3975,78.3312,6.0000,-0.2114,-0.0004,-0.9774
-75.0405,10.2509,27.7295,6.0000,0.9517,-0.0008,-0.3071
-59.8388,-55.8979,-53.0973,6.0000,0.7473,-0.0004,0.6645
-79.3827,36.5004,-9.9190,7.0000,0.9966,-0.0011,0.0824
-48.4547,29.7797,63.6565,7.0000,0.5747,-0.0008,-0.8184
70.4509,54.0307,37.9034,7.0000,-0.8644,-0.0009,-0.5028
-19.0614,10.5221,-77.6960,6.0000,0.2788,-0.0010,0.9604
-78.7686,-36.1358,-13.9824,6.0000,0.9834,-0.0007,0.1815
-74.5159,4.7790,-29.1099,7.0000,0.9264,0.0014,0.3766
-65.6549,12.2190,45.7104,7.0000,0.8132,-0.0010,-0.5819
33.1018,-59.6357,-72.8304,7.0000,-0.4029,-0.0000,0.9152
