x,y,z,visible_cameras,nx,ny,nz
79.5536,-45.6334,-8.4400,7.0000,-0.9963,-0.0001,0.0854
-26.5692,53.0299,-75.4591,7.0000,0.3786,-0.0002,0.9256
46.8949,-36.2422,-64.8141,7.0000,-0.5824,-0.0001,0.8129
-54.2384,-23.7466,58.8064,6.0000,0.6897,-0.0003,-0.7241
-13.8892,19.7459,78.7851,6.0000,0.1815,0.0001,-0.9834
-76.8020,25.2476,-22.3932,6.0000,0.9607,0.0005,0.2776
19.3755,-31.3767,-77.6182,6.0000,-0.2078,-0.0001,0.9782
51.9338,12.3801,-60.8513,6.0000,-0.6760,-0.0001,0.7369
10.2254,-12.7707,79.3438,7.0000,-0.1115,0.0015,-0.9938
-30.3477,-35.7778,-74.0204,7.0000,0.3760,-0.0005,0.9266
68.7114,-13.3509,-40.9725,7.0000,-0.8790,0.0002,0.4768
12.3280,-53.0230,79.0444,7.0000,-0.1127,-0.0006,-0.9936
69.2848,-2.5375,39.9951,7.0000,-0.8637,-0.0013,-0.5040
-41.7897,51.9399,68.2175,7.0000,0.5545,-0.0010,-0.8322
-4.2332,7.7434,79.8879,7.0000,0.0833,-0.0004,-0.9965
-46.2256,36.0808,-65.2931,7.0000,0.5721,-0.0008,0.8202
-6.8172,-31.8446,-79.7090,7.0000,0.0829,0.0007,0.9966
26.9928,26.0498,-75.3086,6.0000,-0.3082,0.0004,0.9513
-70.3342,23.6409,38.1196,7.0000,0.8632,-0.0002,-0.5049
-61.6542,29.6321,50.9780,7.0000,0.7979,-0.0012,-0.6028
-2.4450,-32.4185,-79.9626,7.0000,-0.0126,-0.0003,0.9999
-66.7727,-9.3689,44.0614,7.0000,0.8122,-0.0009,-0.5833
-38.9847,8.1612,69.8584,7.0000,0.4761,0.0002,-0.8794
-64.4037,11.6715,-47.4570,7.0000,0.8146,-0.0002,0.5800
-28.3875,-45.3285,74.7941,7.0000,0.3773,0.0002,-0.9261
75.5538,-3.8009,26.2986,6.0000,-0.9514,0.0004,-0.3080
-78.4678,-26.7248,15.5822,6.0000,0.9780,0.0004,-0.2087
11.7909,31.6813,-79.1263,7.0000,-0.1118,-0.0004,0.9937
-56.3642,-3.8156,-56.7722,6.0000,0.7063,-0.0001,0.7079
-7.1643,-34.8526,-79.6786,7.0000,0.0829,0.0007,0.9966
-56.2901,50.0310,56.8457,6.0000,0.6887,0.0025,-0.7250
73.6196,-1.0434,-31.3074,7.0000,-0.9265,-0.0008,0.3762
57.3634,25.5185,-55.7623,6.0000,-0.7237,0.0012,0.6901
-0.6535,17.2510,-79.9973,7.0000,-0.0147,0.0003,0.9999
-78.4720,31.6808,15.5609,6.0000,0.9780,0.0010,-0.2084
-79.6030,6.1551,7.9602,7.0000,0.9936,0.0007,-0.1127
70.4245,53.6891,-37.9525,7.0000,-0.8801,-0.0025,0.4749
-72.1999,-52.5157,-34.4554,7.0000,0.8803,0.0011,0.4744
52.8378,23.7245,-60.0680,6.0000,-0.6751,-0.0008,0.7377
-56.0989,38.5131,-57.0343,6.0000,0.6629,0.0007,0.7487
62.8525,41.9253,-49.4931,6.0000,-0.7588,0.0004,0.6513
33.6236,46.0921,72.5910,7.0000,-0.4041,-0.0011,-0.9147
-5.7245,-57.1365,79.7949,7.0000,0.0865,0.0016,-0.9963
76.3195,-21.7899,23.9862,6.0000,-0.9518,0.0010,-0.3068
-39.9875,-19.2407,-69.2892,7.0000,0.4761,-0.0002,0.8794
-52.2798,17.6983,60.5543,6.0000,0.6513,0.0013,-0.7588
18.1330,-3.6115,-77.9179,6.0000,-0.2084,-0.0010,0.9780
-47.1927,24.3510,-64.5976,7.0000,0.5693,0.0009,0.8221
4.4625,19.4225,-79.8754,7.0000,-0.0147,0.0003,0.9999
18.8498,-3.4376,77.7476,6.0000,-0.2091,-0.0005,-0.9779
-71.0965,35.9199,36.6781,7.0000,0.8623,-0.0005,-0.5064
-26.1981,44.9678,-75.5888,7.0000,0.3776,-0.0003,0.9260
-58.3799,-34.4455,54.6973,6.0000,0.7349,0.0014,-0.6782
74.4132,-18.7897,29.3713,7.0000,-0.9146,0.0003,-0.4045
-7.9911,18.0713,-79.5999,7.0000,0.0850,0.0013,0.9964
10.3804,-22.7047,-79.3237,7.0000,-0.1106,0.0019,0.9939
-3.2227,-24.4160,79.9351,7.0000,0.0829,0.0007,-0.9966
-22.9996,59.9664,-76.6226,6.0000,0.2802,0.0013,0.9599
57.6667,50.8964,55.4486,6.0000,-0.7071,-0.0005,-0.7071
-79.8645,-22.8539,4.6534,7.0000,0.9999,-0.0023,-0.0126
-78.0287,-13.3923,-17.6501,6.0000,0.9834,0.0003,0.1816
-0.7921,25.7801,-79.9961,7.0000,-0.0163,0.0022,0.9999
-10.2502,31.7592,-79.3406,7.0000,0.0849,-0.0005,0.9964
-6.9660,6.6649,79.6961,7.0000,0.0833,-0.0004,-0.9965
-18.4006,52.7406,-77.8551,6.0000,0.2799,0.0016,0.9600
77.4077,5.8517,-20.2002,6.0000,-0.9607,0.0011,0.2777
78.8449,23.3962,-13.5457,6.0000,-0.9831,-0.0013,0.1828
-62.7959,27.3789,-49.5649,6.0000,0.7472,-0.0004,0.6646
-25.2768,-5.1761,75.9018,6.0000,0.2791,-0.0005,-0.9603
-79.6507,-14.9787,-7.4680,7.0000,0.9964,0.0003,0.0847
-52.1553,-47.0294,60.6615,6.0000,0.6516,-0.0011,-0.7586
-79.1082,-34.9098,-11.9117,6.0000,0.9834,-0.0007,0.1815
-68.1277,26.2281,-41.9358,7.0000,0.8211,0.0000,0.5708
-52.5589,53.1446,-60.3122,6.0000,0.6636,-0.0003,0.7481
-42.7821,1.5025,-67.5995,7.0000,0.5691,-0.0002,0.8223
79.9785,-5.6142,1.8535,7.0000,-0.9999,-0.0015,-0.0143
-13.1591,-48.2798,78.9103,6.0000,0.1828,-0.0006,-0.9832
-79.9426,-30.2521,3.0309,7.0000,0.9999,0.0005,-0.0126
-10.7238,42.0624,-79.2780,6.0000,0.1798,-0.0011,0.9837
-6.8352,3.5374,-79.7075,7.0000,0.0853,0.0001,0.9964
-60.6874,36.6787,-52.1252,6.0000,0.7475,0.0015,0.6642
49.1952,-54.7468,-63.0859,7.0000,-0.6037,-0.0011,0.7972
79.9999,56.9437,0.1333,7.0000,-0.9999,-0.0022,-0.0148
-19.2350,-24.8996,-77.6532,6.0000,0.2790,-0.0009,0.9603
75.7295,-37.1904,25.7886,6.0000,-0.9516,-0.0003,-0.3073
-71.7509,-36.6951,-35.3810,7.0000,0.8802,-0.0007,0.4747
31.2132,-22.7541,73.6596,7.0000,-0.4053,-0.0003,-0.9142
-39.0818,49.0863,-69.8041,7.0000,0.4746,-0.0022,0.8802
-36.6465,-54.4027,-71.1128,7.0000,0.4744,0.0005,0.8803
48.0390,-40.1922,63.9707,7.0000,-0.6020,-0.0010,-0.7985
-43.2262,-24.3453,-67.3164,7.0000,0.5698,0.0027,0.8218
-34.4994,17.3833,-72.1789,7.0000,0.4749,-0.0003,0.8801
30.3781,4.5446,-74.0079,7.0000,-0.4061,-0.0004,0.9138
44.6584,12.9368,-66.3749,7.0000,-0.5846,-0.0011,0.8113
-79.4429,48.8442,9.4246,7.0000,0.9939,-0.0009,-0.1100
-30.9535,-54.2174,-73.7691,7.0000,0.3762,-0.0015,0.9265
-60.9561,18.7650,-51.8108,6.0000,0.7473,-0.0008,0.6645
57.8019,-23.2151,55.3076,6.0000,-0.7060,0.0001,-0.7082
-53.2275,38.8721,-59.7230,6.0000,0.6629,0.0007,0.7487
-13.2009,48.3756,78.9033,6.0000,0.1806,-0.0010,-0.9836
-21.6554,-16.7476,77.0133,6.0000,0.2788,0.0001,-0.9604
21.3611,-43.6492,77.0954,6.0000,-0.3068,0.0003,-0.9518
-47.0763,51.2715,-64.6825,7.0000,0.5719,0.0023,0.8203
22.1026,25.3403,76.8861,6.0000,-0.3074,-0.0005,-0.9516
13.6886,-5.7398,78.8202,6.0000,-0.2091,-0.0005,-0.9779
68.1742,-2.4205,41.8603,7.0000,-0.8637,-0.0013,-0.5040
57.4007,10.4176,55.7239,6.0000,-0.7079,0.0023,-0.7063
-19.2346,5.0728,77.6533,6.0000,0.2791,0.0008,-0.9603
-79.9993,-8.5599,0.3363,7.0000,0.9999,-0.0001,-0.0133
42.2113,-4.6746,67.9574,7.0000,-0.5037,-0.0015,-0.8639
-33.9555,51.1706,-72.4363,7.0000,0.4624,-0.0027,0.8867
-8.5881,51.0589,79.5377,7.0000,0.0833,0.0013,-0.9965
-64.3295,1.2080,47.5576,7.0000,0.7989,0.0024,-0.6015
-33.9489,-52.4728,-72.4394,7.0000,0.4635,0.0012,0.8861
25.0472,-8.0220,-75.9779,6.0000,-0.3074,-0.0016,0.9516
78.6279,17.1939,14.7529,6.0000,-0.9781,-0.0013,-0.2082
-47.9553,35.2478,64.0335,7.0000,0.5747,-0.0013,-0.8183
-72.5029,-36.2022,-33.8132,7.0000,0.8867,0.0002,0.4624
-34.2072,38.5321,-72.3178,7.0000,0.4626,-0.0003,0.8866
-41.9072,-51.6819,68.1453,7.0000,0.5537,0.0012,-0.8327
38.5054,-58.0047,-70.1237,7.0000,-0.5044,-0.0004,0.8634
34.8436,-9.1729,-72.0134,7.0000,-0.4065,0.0001,0.9137
29.8189,22.6006,-74.2350,7.0000,-0.4052,-0.0003,0.9142
63.6632,52.6108,-48.4458,7.0000,-0.8191,0.0040,0.5736
28.0678,40.9206,74.9146,6.0000,-0.3062,0.0016,-0.9520
56.7429,-14.5337,56.3936,6.0000,-0.7066,-0.0001,-0.7077
-77.6684,-1.3243,19.1736,6.0000,0.9780,-0.0015,-0.2085
72.6279,50.1696,-33.5438,7.0000,-0.9265,0.0001,0.3763
-67.2819,48.8777,43.2799,7.0000,0.8640,0.0010,-0.5036
70.6303,-42.4948,37.5681,7.0000,-0.8637,0.0013,-0.5039
44.5861,38.2194,-66.4235,7.0000,-0.5829,0.0011,0.8125
-65.4568,51.8265,45.9936,7.0000,0.8117,-0.0001,-0.5841
-14.1728,10.2279,-78.7346,6.0000,0.1834,0.0009,0.9830
78.0017,34.6313,-17.7688,6.0000,-0.9832,0.0010,0.1824
-78.4666,-27.8062,-15.5883,6.0000,0.9833,0.0004,0.1819
-68.7066,7.1279,-40.9805,7.0000,0.8799,-0.0002,0.4751
52.2468,22.2153,-60.5828,6.0000,-0.6751,-0.0008,0.7377
57.3382,2.7686,-55.7883,6.0000,-0.7224,-0.0005,0.6915
-72.6936,29.5712,-33.4012,7.0000,0.9253,0.0023,0.3791
-50.0712,3.2728,-62.3929,6.0000,0.6643,0.0004,0.7475
77.9423,-14.4048,-18.0277,6.0000,-0.9835,0.0015,0.1808
-79.7678,8.3944,-6.0907,7.0000,0.9965,-0.0026,0.0834
-58.9498,37.7695,-54.0825,6.0000,0.7475,0.0015,0.6642
4.9702,24.4669,79.8455,7.0000,-0.1128,-0.0007,-0.9936
73.6156,56.0597,31.3167,7.0000,-0.9145,0.0017,-0.4045
77.6032,7.9941,19.4355,6.0000,-0.9776,0.0014,-0.2103
48.6945,-17.3209,63.4732,7.0000,-0.6041,-0.0012,-0.7969
-71.7492,13.5755,-35.3844,7.0000,0.8801,0.0009,0.4748
-50.8429,25.6493,-61.7657,6.0000,0.6622,0.0007,0.7494
-78.8886,-58.6796,13.2889,6.0000,0.9775,-0.0032,-0.2108
-47.0798,-19.4581,-64.6799,7.0000,0.5695,0.0009,0.8220
33.7339,-41.1819,72.5398,7.0000,-0.4075,0.0009,-0.9132
-75.2033,48.6626,27.2850,6.0000,0.9523,0.0028,-0.3053
-79.8785,2.6405,-4.4077,7.0000,0.9965,-0.0026,0.0834
-59.1346,-50.2713,-53.8804,6.0000,0.7471,-0.0015,0.6647
-59.1896,-17.3139,53.8200,6.0000,0.7357,0.0009,-0.6773
-68.2472,56.3451,-41.7412,7.0000,0.8198,0.0051,0.5727
36.7365,-18.3329,-71.0664,7.0000,-0.5039,-0.0011,0.8637
5.9770,-53.8345,79.7764,7.0000,-0.1127,-0.0006,-0.9936
71.6925,22.2056,-35.4992,7.0000,-0.8802,-0.0015,0.4745
72.9945,-20.3892,32.7383,7.0000,-0.9146,0.0003,-0.4045
70.2854,-31.0580,38.2095,7.0000,-0.8639,-0.0009,-0.5036
27.4135,-32.6830,75.1565,6.0000,-0.3060,0.0020,-0.9520
-41.4496,0.9662,68.4247,7.0000,0.5533,0.0015,-0.8330
25.4762,-56.6973,75.8351,6.0000,-0.3068,-0.0026,-0.9518
79.9042,-23.0121,3.9142,7.0000,-0.9999,0.0002,-0.0154
18.9437,52.4806,77.7247,6.0000,-0.2111,0.0001,-0.9775
-77.8553,19.2474,-18.4000,6.0000,0.9609,-0.0003,0.2768
-40.0738,33.3666,-69.2394,7.0000,0.4756,0.0001,0.8796
-32.7813,-22.9583,-72.9752,7.0000,0.3748,0.0011,0.9271
-67.8348,-52.4265,42.4080,7.0000,0.8641,0.0017,-0.5034
76.5032,54.0762,-23.3937,6.0000,-0.9601,-0.0004,0.2796
-57.8215,-10.5743,-55.2872,6.0000,0.7460,0.0005,0.6659
23.7955,17.2701,-76.3791,6.0000,-0.3088,0.0013,0.9511
17.8028,-56.2417,-77.9940,6.0000,-0.2104,-0.0032,0.9776
76.1849,-41.6821,-24.4104,6.0000,-0.9603,-0.0015,0.2790
-4.1798,35.6963,79.8907,7.0000,0.0826,-0.0001,-0.9966
58.9295,-48.2618,-54.1047,6.0000,-0.7240,0.0001,0.6898
-60.3774,-41.2922,52.4840,6.0000,0.7359,0.0006,-0.6771
-74.4308,-34.8001,-29.3267,7.0000,0.9255,0.0003,0.3787
64.8109,35.4702,-46.8994,7.0000,-0.8183,-0.0017,0.5747
27.3405,-26.7972,75.1831,6.0000,-0.3065,-0.0003,-0.9519
32.2338,42.7798,-73.2187,7.0000,-0.4053,0.0000,0.9142
47.8093,-23.4900,64.1426,7.0000,-0.6034,0.0004,-0.7974
-11.0175,42.3107,-79.2377,6.0000,0.1798,-0.0011,0.9837
-77.6126,-11.9158,-19.3979,6.0000,0.9603,-0.0001,0.2791
13.6878,58.6821,-78.8203,6.0000,-0.2086,-0.0018,0.9780
-6.5054,-27.1086,-79.7351,7.0000,0.0825,-0.0000,0.9966
56.6524,44.4952,56.4846,6.0000,-0.7068,-0.0016,-0.7074
16.5586,33.7307,78.2676,6.0000,-0.2094,-0.0003,-0.9778
9.5301,31.6331,79.4303,7.0000,-0.1125,-0.0001,-0.9937
-70.6995,-20.4297,37.4377,7.0000,0.8632,-0.0016,-0.5048
-2.1074,32.5481,-79.9722,7.0000,-0.0163,0.0022,0.9999
33.6203,59.6646,-72.5925,7.0000,-0.4016,0.0015,0.9158
25.0755,-8.1579,75.9686,6.0000,-0.3068,-0.0000,-0.9518
-56.2528,53.9605,-56.8825,6.0000,0.6636,-0.0003,0.7481
-9.4828,57.0791,79.4360,7.0000,0.0840,-0.0020,-0.9965
-66.5841,-8.9739,44.3459,7.0000,0.8122,-0.0009,-0.5833
69.0416,-34.6452,-40.4136,7.0000,-0.8788,0.0008,0.4772
79.6286,23.9899,7.6994,7.0000,-0.9938,0.0006,-0.1113
79.9132,6.4249,3.7247,7.0000,-0.9999,-0.0003,-0.0144
-79.9740,10.1296,2.0399,7.0000,0.9999,-0.0005,-0.0113
51.7947,32.6789,-60.9697,6.0000,-0.6759,-0.0008,0.7370
59.6420,51.7646,-53.3182,6.0000,-0.7580,-0.0002,0.6523
-15.8889,27.5357,-78.4063,6.0000,0.1808,-0.0002,0.9835
50.8096,-4.3160,61.7931,7.0000,-0.6019,0.0016,-0.7986
-68.5493,57.2691,-41.2432,7.0000,0.8796,-0.0011,0.4758
-36.5810,33.3638,-71.1465,7.0000,0.4756,0.0001,0.8796
4.5245,-15.4956,79.8720,7.0000,-0.0141,-0.0005,-0.9999
15.1205,-58.6673,-78.5581,6.0000,-0.2104,-0.0032,0.9776
77.6902,-5.3889,19.0848,6.0000,-0.9777,0.0005,-0.2098
-74.5984,42.9287,28.8977,7.0000,0.9145,-0.0004,-0.4047
75.9728,41.4448,-25.0626,6.0000,-0.9600,0.0009,0.2801
79.7074,3.9364,-6.8359,7.0000,-0.9965,-0.0013,0.0833
50.0717,15.2633,-62.3925,7.0000,-0.6040,-0.0019,0.7969
78.2673,-46.2807,-16.5597,6.0000,-0.9833,-0.0003,0.1821
-23.3776,-0.8371,76.5081,6.0000,0.2791,-0.0005,-0.9603
-3.1905,47.6805,-79.9364,7.0000,0.0845,0.0011,0.9964
38.2179,-25.6925,70.2808,7.0000,-0.5047,-0.0001,-0.8633
77.2162,-35.1504,-20.9203,6.0000,-0.9603,0.0005,0.2791
-6.1968,-48.9451,-79.7596,7.0000,0.0820,0.0005,0.9966
40.6276,34.9951,68.9159,7.0000,-0.5021,-0.0008,-0.8648
-58.2024,4.1391,-54.8861,6.0000,0.7472,-0.0001,0.6646
-17.3281,32.3524,-78.1008,6.0000,0.1808,-0.0002,0.9835
-55.0602,57.3349,-58.0377,6.0000,0.6633,0.0055,0.7484
-60.6114,49.1795,-52.2136,6.0000,0.7467,0.0004,0.6652
-64.5426,-9.4142,47.2679,7.0000,0.7989,-0.0003,-0.6014
-7.8608,8.7295,-79.6129,7.0000,0.0853,0.0001,0.9964
26.7159,-4.7650,-75.4073,6.0000,-0.3087,0.0020,0.9512
-75.7350,-37.7506,-25.7721,6.0000,0.9603,0.0004,0.2789
29.6635,-54.7954,74.2972,7.0000,-0.4059,0.0023,-0.9139
78.7824,46.9799,-13.9045,6.0000,-0.9834,-0.0001,0.1814
27.7589,11.2149,75.0296,6.0000,-0.3061,-0.0003,-0.9520
4.4846,14.9681,79.8742,7.0000,-0.0114,-0.0013,-0.9999
-61.9665,53.5165,-50.5979,6.0000,0.7467,0.0004,0.6652
-78.4432,-13.0676,15.7053,6.0000,0.9781,0.0004,-0.2080
74.0914,-16.0366,-30.1739,7.0000,-0.9263,-0.0004,0.3768
79.8908,-34.0934,4.1791,7.0000,-0.9999,0.0013,-0.0154
-69.8550,-59.7670,38.9908,7.0000,0.8641,0.0017,-0.5034
52.9243,-38.4823,59.9918,6.0000,-0.6639,-0.0005,-0.7478
31.3069,-6.7041,73.6198,7.0000,-0.4043,-0.0001,-0.9146
-37.9440,-42.9107,70.4290,7.0000,0.4764,-0.0024,-0.8792
-76.8354,34.7187,22.2782,6.0000,0.9518,-0.0002,-0.3066
60.3665,-28.2617,-52.4965,6.0000,-0.7590,0.0013,0.6511
-76.0361,19.3748,24.8698,6.0000,0.9517,-0.0017,-0.3069
-36.3575,-21.3462,-71.2610,7.0000,0.4761,-0.0002,0.8794
0.9930,-49.9520,79.9938,7.0000,-0.0133,-0.0008,-0.9999
-4.7362,-42.0517,79.8597,7.0000,0.0855,0.0007,-0.9963
59.1029,34.1533,53.9152,6.0000,-0.7488,-0.0001,-0.6627
32.4686,59.7498,73.1149,7.0000,-0.4024,-0.0012,-0.9155
4.9559,23.4192,79.8464,7.0000,-0.0130,-0.0004,-0.9999
-65.4403,22.2398,46.0170,7.0000,0.8127,-0.0004,-0.5826
-8.4494,55.2217,79.5526,7.0000,0.0833,0.0013,-0.9965
62.0596,20.5446,50.4837,7.0000,-0.7983,-0.0004,-0.6023
-72.6395,-18.5830,-33.5187,7.0000,0.9263,0.0000,0.3769
-25.3811,-44.8627,75.8670,6.0000,0.2788,-0.0011,-0.9603
41.5735,-16.6846,-68.3494,7.0000,-0.5039,-0.0011,0.8637
-62.1247,28.5959,50.4036,7.0000,0.7979,-0.0012,-0.6028
-78.8168,-21.6716,-13.7080,6.0000,0.9833,0.0004,0.1819
-77.2695,-34.6693,20.7226,6.0000,0.9519,-0.0001,-0.3064
37.5301,-1.7511,-70.6505,7.0000,-0.5044,-0.0014,0.8635
-77.6673,31.4056,19.1779,6.0000,0.9780,0.0010,-0.2084
17.9322,-9.9858,-77.9643,6.0000,-0.2081,0.0001,0.9781
-37.0092,-24.2924,-70.9248,7.0000,0.4750,-0.0011,0.8800
-16.1661,30.5406,78.3496,6.0000,0.1817,-0.0009,-0.9834
6.9762,55.4131,79.6953,7.0000,-0.1115,0.0003,-0.9938
-20.7965,-36.8937,77.2496,6.0000,0.2790,0.0004,-0.9603
-44.7494,19.5521,-66.3136,7.0000,0.5693,0.0009,0.8221
70.0274,-39.9345,-38.6804,7.0000,-0.8798,0.0010,0.4754
-76.1686,-44.9071,24.4610,6.0000,0.9524,-0.0001,-0.3048
-67.4109,12.7219,-43.0787,7.0000,0.8203,0.0003,0.5719
-4.5940,-47.0100,-79.8680,7.0000,0.0820,0.0005,0.9966
-73.9256,-7.4955,-30.5779,7.0000,0.9267,-0.0008,0.3758
-67.2859,11.3312,-43.2737,7.0000,0.8203,0.0003,0.5719
-47.1218,-50.5690,-64.6494,7.0000,0.5723,0.0018,0.8201
19.7474,29.8412,-77.5244,6.0000,-0.2093,0.0002,0.9779
78.1840,-44.2247,-16.9488,6.0000,-0.9835,0.0006,0.1810
-44.8856,15.9230,-66.2215,7.0000,0.5681,-0.0005,0.8230
-51.6515,32.3094,-61.0911,6.0000,0.6622,0.0007,0.7494
-71.7299,1.3937,35.4234,7.0000,0.9144,0.0007,-0.4049
-46.6529,-5.7652,-64.9885,7.0000,0.5691,-0.0002,0.8223
5.1678,10.4071,79.8329,7.0000,-0.1127,0.0012,-0.9936
9.4134,41.1185,-79.4442,7.0000,-0.1107,-0.0003,0.9939
-24.2518,-1.1386,-76.2355,6.0000,0.2778,0.0009,0.9606
-40.8690,-18.6741,68.7730,7.0000,0.4761,0.0016,-0.8794
42.4340,-5.0424,67.8185,7.0000,-0.5037,-0.0015,-0.8639
-56.4119,-27.2333,-56.7247,6.0000,0.7076,-0.0028,0.7066
74.9143,37.6191,-28.0686,7.0000,-0.9259,-0.0007,0.3777
55.6013,-18.3967,57.5196,6.0000,-0.7066,-0.0001,-0.7077
-78.1379,-50.8733,-17.1601,6.0000,0.9836,0.0002,0.1805
-55.0879,31.8712,-58.0114,6.0000,0.6622,0.0007,0.7494
77.1172,-51.6515,21.2824,6.0000,-0.9516,-0.0009,-0.3072
-47.9825,59.6495,-64.0131,7.0000,0.5791,0.0023,0.8152
-8.0160,-37.7401,-79.5974,7.0000,0.0838,-0.0006,0.9965
-34.3735,26.6831,-72.2389,7.0000,0.4759,-0.0002,0.8795
-62.3740,3.6355,50.0947,7.0000,0.7992,0.0010,-0.6011
-15.8187,-36.8966,-78.4205,6.0000,0.1815,0.0004,0.9834
55.8187,-57.3074,-57.3086,6.0000,-0.6767,-0.0017,0.7362
78.7814,-11.7852,13.9100,6.0000,-0.9774,-0.0012,-0.2113
-7.5339,-0.1672,79.6445,7.0000,0.0841,0.0002,-0.9965
73.3859,-35.2300,31.8514,7.0000,-0.9143,-0.0010,-0.4049
-79.5891,-56.7458,8.0977,7.0000,0.9937,-0.0005,-0.1122
73.5633,46.5225,-31.4394,7.0000,-0.9262,-0.0007,0.3771
-17.1884,-23.0022,78.1317,6.0000,0.1813,0.0000,-0.9834
-56.6352,-2.6692,-56.5018,6.0000,0.7063,-0.0001,0.7079
76.1103,19.0323,-24.6417,6.0000,-0.9608,0.0000,0.2774
-46.2718,55.1605,65.2604,7.0000,0.5742,0.0008,-0.8187
51.1702,-28.5550,-61.4948,7.0000,-0.6031,-0.0003,0.7977
-9.1597,-18.9384,-79.4739,7.0000,0.0816,-0.0019,0.9967
4.4958,-12.9091,79.8736,7.0000,-0.0149,-0.0014,-0.9999
-75.5768,2.5688,-26.2327,7.0000,0.9264,0.0014,0.3766
67.2450,6.2803,43.3371,7.0000,-0.8641,-0.0009,-0.5033
-75.8012,36.6859,25.5770,6.0000,0.9518,-0.0002,-0.3066
61.6923,-26.1785,-50.9319,6.0000,-0.7590,0.0013,0.6511
-40.5370,-11.9633,68.9692,7.0000,0.4763,0.0003,-0.8793
-21.2080,37.9533,77.1377,6.0000,0.2789,0.0003,-0.9603
59.2710,-27.5129,-53.7303,6.0000,-0.7590,0.0013,0.6511
22.5968,-35.9167,76.7423,6.0000,-0.3060,0.0020,-0.9520
17.9552,-52.7609,77.9590,6.0000,-0.2091,0.0020,-0.9779
-8.8086,3.8786,-79.5136,7.0000,0.0853,0.0001,0.9964
4.2200,-26.8918,-79.8886,7.0000,-0.0135,-0.0003,0.9999
75.8093,27.0050,-25.5530,6.0000,-0.9605,-0.0005,0.2784
63.8275,47.6158,-48.2291,7.0000,-0.8192,-0.0011,0.5735
-46.7735,-42.4040,-64.9018,7.0000,0.5718,-0.0005,0.8204
60.3642,-44.4734,-52.4992,6.0000,-0.7594,-0.0004,0.6506
-79.9825,18.8586,1.6746,7.0000,0.9999,-0.0012,-0.0117
23.2584,-49.3520,-76.5444,6.0000,-0.3063,0.0001,0.9519
-59.5783,-47.5701,53.3894,6.0000,0.7359,0.0011,-0.6771
54.6831,20.7370,58.3932,6.0000,-0.7077,0.0009,-0.7065
70.4029,40.5186,-37.9925,7.0000,-0.8803,-0.0001,0.4743
-19.5551,-4.2104,-77.5732,6.0000,0.2778,0.0009,0.9606
-72.5253,50.1934,-33.7650,7.0000,0.8867,-0.0026,0.4623
30.3345,34.2190,74.0258,7.0000,-0.4052,0.0005,-0.9142
59.2731,16.3678,-53.7280,6.0000,-0.7597,-0.0007,0.6503
-72.1071,29.0211,34.6493,7.0000,0.9146,-0.0004,-0.4044
-59.7030,-24.9578,53.2499,6.0000,0.7361,0.0002,-0.6768
-4.6987,49.2189,79.8619,7.0000,0.0833,0.0013,-0.9965
-57.4947,-58.5493,55.6270,6.0000,0.7368,0.0024,-0.6761
79.0177,15.7288,-12.4981,6.0000,-0.9833,-0.0009,0.1819
11.4693,-22.7856,79.1736,7.0000,-0.1116,-0.0000,-0.9937
34.9387,-7.2096,-71.9673,7.0000,-0.4065,0.0001,0.9137
-46.5776,-20.2265,-65.0425,7.0000,0.5695,0.0009,0.8220
-45.8509,-36.4449,65.5568,7.0000,0.5750,-0.0009,-0.8181
72.8357,-47.5284,33.0903,7.0000,-0.9151,0.0016,-0.4033
41.8411,-21.6663,68.1860,7.0000,-0.5047,-0.0001,-0.8633
-33.8377,33.2334,72.4914,7.0000,0.4759,0.0012,-0.8795
73.3005,41.8500,32.0473,7.0000,-0.9139,0.0002,-0.4059
40.4946,-23.5508,68.9941,7.0000,-0.5047,-0.0001,-0.8633
-0.1712,33.9093,79.9998,7.0000,-0.0148,0.0000,-0.9999
-25.9106,46.2657,-75.6878,6.0000,0.2801,0.0018,0.9600
-16.8342,-36.2808,78.2088,6.0000,0.1817,-0.0006,-0.9834
-60.2775,10.2127,52.5987,6.0000,0.7371,0.0009,-0.6758
70.8590,-17.5166,-37.1349,7.0000,-0.8789,0.0001,0.4771
-38.3615,22.0376,-70.2025,7.0000,0.4749,-0.0003,0.8801
59.2924,16.3611,-53.7067,6.0000,-0.7597,-0.0007,0.6503
-36.6079,-57.4179,-71.1327,7.0000,0.4744,0.0005,0.8803
-10.5122,28.1508,79.3063,6.0000,0.1817,-0.0009,-0.9834
3.1054,56.6191,79.9397,7.0000,-0.0134,0.0010,-0.9999
43.3659,-38.7699,-67.2265,7.0000,-0.5037,0.0004,0.8639
-60.1653,-34.1288,-52.7270,6.0000,0.7479,0.0010,0.6638
5.8200,29.0210,79.7880,7.0000,-0.1125,-0.0001,-0.9937
-70.2454,-34.2270,-38.2829,7.0000,0.8802,-0.0007,0.4747
40.2227,3.2918,69.1530,7.0000,-0.5030,-0.0013,-0.8643
-69.3423,-42.9001,39.8954,7.0000,0.8632,-0.0012,-0.5049
56.8660,-28.1939,-56.2696,6.0000,-0.7247,0.0016,0.6890
32.5294,20.5797,73.0879,7.0000,-0.4051,-0.0010,-0.9143
-18.4976,-11.7371,77.8321,6.0000,0.2784,-0.0006,-0.9605
